"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
18099,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-17637,-5276,1,0,0,0,"Managers",2,-4,"good"
18100,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10177,-189,1,0,0,1,"Managers",1,-56,"good"
18101,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-13530,-95,1,0,0,0,"Sales staff",1,-27,"bad"
18102,"F","N","N",0,76500,"Working","Secondary / secondary special","Married","House / apartment",-17401,-1346,1,1,0,0,"",2,-42,"good"
18103,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23225,365243,1,0,0,0,"",2,-15,"bad"
18104,"F","N","N",0,54000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20132,365243,1,0,0,0,"",1,-15,"bad"
18105,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14346,-302,1,0,0,0,"",2,-28,"bad"
18106,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-17799,-2228,1,0,0,0,"",2,-5,"good"
18107,"M","Y","N",0,328500,"Working","Higher education","Married","House / apartment",-14897,-2654,1,1,1,0,"",2,-26,"good"
18108,"F","N","Y",2,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12563,-1025,1,0,0,0,"Cooking staff",4,-2,"good"
18109,"F","Y","Y",1,333000,"Commercial associate","Higher education","Married","House / apartment",-11525,-1616,1,0,0,0,"Managers",3,-29,"good"
18110,"M","Y","N",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-19983,365243,1,0,0,0,"",2,-14,"bad"
18111,"M","Y","Y",0,116653.5,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9270,-1661,1,1,1,0,"Laborers",2,-15,"bad"
18112,"M","N","Y",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-12394,-381,1,0,0,0,"Laborers",2,-50,"bad"
18113,"F","Y","Y",1,135000,"Commercial associate","Incomplete higher","Civil marriage","House / apartment",-11469,-686,1,0,1,0,"",3,-8,"bad"
18114,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,-19,"bad"
18115,"M","Y","N",0,157500,"Working","Higher education","Separated","House / apartment",-10510,-2105,1,1,1,0,"Accountants",1,-17,"good"
18116,"F","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-19053,-3629,1,0,0,0,"High skill tech staff",1,-2,"good"
18117,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-20066,-3988,1,1,1,0,"Private service staff",2,-4,"good"
18118,"F","Y","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-13028,-104,1,0,1,0,"Sales staff",4,-21,"good"
18119,"F","N","Y",0,315000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-20298,365243,1,0,0,0,"",2,-41,"good"
18120,"F","N","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-17262,-1107,1,1,1,0,"Sales staff",3,-59,"bad"
18121,"F","N","Y",1,103500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-11529,-651,1,0,0,0,"Accountants",2,-1,"good"
18122,"M","Y","Y",1,225000,"Working","Higher education","Married","House / apartment",-16783,-3451,1,0,0,0,"Managers",3,-11,"bad"
18123,"F","Y","N",0,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",-10129,-1108,1,1,0,0,"Medicine staff",1,-15,"bad"
18124,"F","N","Y",2,99000,"Working","Secondary / secondary special","Married","House / apartment",-12017,-1083,1,1,1,0,"Sales staff",4,-22,"bad"
18125,"F","N","N",0,135000,"Working","Secondary / secondary special","Single / not married","Rented apartment",-13595,-1387,1,0,0,0,"Laborers",1,-6,"good"
18126,"F","N","N",0,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20977,365243,1,0,1,0,"",2,-21,"bad"
18127,"F","Y","N",0,342000,"State servant","Higher education","Single / not married","House / apartment",-12214,-3807,1,0,0,0,"Core staff",1,-30,"bad"
18128,"F","N","N",0,180000,"Pensioner","Higher education","Married","House / apartment",-19038,365243,1,0,1,0,"",2,-10,"good"
18129,"M","Y","N",0,112500,"Working","Secondary / secondary special","Civil marriage","With parents",-8466,-483,1,1,0,0,"Core staff",2,-2,"good"
18130,"M","N","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-17349,365243,1,0,0,0,"",2,-15,"bad"
18131,"M","N","N",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-14507,-1283,1,0,0,0,"Laborers",1,-36,"bad"
18132,"F","N","N",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20255,365243,1,0,0,0,"",2,-9,"good"
18133,"F","Y","Y",1,207000,"Working","Higher education","Married","House / apartment",-10791,-2478,1,0,1,1,"Accountants",3,-36,"bad"
18134,"M","N","N",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10134,-1619,1,0,1,0,"Laborers",4,-29,"bad"
18135,"M","Y","N",0,162000,"Working","Secondary / secondary special","Separated","House / apartment",-15973,-3590,1,1,1,0,"",1,-10,"bad"
18136,"F","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-14667,-798,1,1,0,0,"Managers",2,-27,"bad"
18137,"F","N","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-14608,-1261,1,1,0,0,"Sales staff",4,-26,"bad"
18138,"F","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-21271,-14473,1,0,0,1,"High skill tech staff",3,-22,"good"
18139,"M","N","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17837,-351,1,0,0,0,"Security staff",2,-29,"good"
18140,"F","N","Y",0,103500,"Working","Higher education","Married","House / apartment",-12788,-2308,1,0,0,0,"",2,-33,"good"
18141,"M","Y","N",2,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16479,-4082,1,0,0,0,"Laborers",4,-55,"bad"
18142,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-16959,-3630,1,0,0,0,"Medicine staff",3,-11,"good"
18143,"F","Y","N",1,360000,"Working","Higher education","Widow","House / apartment",-16480,-4023,1,0,0,1,"Managers",2,-16,"bad"
18144,"M","Y","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-10066,-834,1,0,0,0,"Laborers",2,-23,"bad"
18145,"F","Y","Y",0,81000,"Pensioner","Higher education","Married","House / apartment",-20399,365243,1,0,0,0,"",2,-43,"bad"
18146,"M","Y","Y",0,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18318,-923,1,0,1,1,"Drivers",2,-33,"bad"
18147,"F","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-17472,-1202,1,1,1,0,"",2,-8,"bad"
18148,"F","Y","Y",2,157500,"Commercial associate","Higher education","Married","House / apartment",-15801,-576,1,0,0,0,"Managers",4,-19,"good"
18149,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,-9,"bad"
18150,"F","Y","Y",2,157500,"Working","Secondary / secondary special","Married","House / apartment",-11248,-1266,1,1,0,0,"Sales staff",4,-10,"bad"
18151,"M","Y","Y",0,292500,"Commercial associate","Secondary / secondary special","Married","With parents",-9980,-351,1,0,0,0,"Drivers",2,-49,"bad"
18152,"F","N","N",0,135000,"Working","Higher education","Single / not married","House / apartment",-9818,-520,1,0,0,0,"Core staff",1,-50,"bad"
18153,"F","N","N",0,211500,"Commercial associate","Higher education","Married","With parents",-14636,-4690,1,1,1,0,"Laborers",2,-48,"bad"
18154,"F","Y","Y",0,247500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-11690,-377,1,0,0,0,"",2,-22,"good"
18155,"M","Y","Y",0,585000,"Commercial associate","Secondary / secondary special","Married","With parents",-16653,-1646,1,0,0,0,"Drivers",2,-40,"bad"
18156,"F","N","N",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-11194,-847,1,0,0,0,"Core staff",1,-38,"good"
18157,"F","Y","N",1,315000,"Commercial associate","Higher education","Married","House / apartment",-11025,-2065,1,1,1,1,"",3,-34,"bad"
18158,"M","Y","Y",0,270000,"Commercial associate","Higher education","Married","House / apartment",-21244,-1770,1,0,0,0,"Managers",2,-23,"bad"
18159,"F","N","Y",0,288000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21788,365243,1,0,1,0,"",1,-13,"bad"
18160,"M","N","Y",0,495000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-16741,-658,1,0,0,0,"Managers",2,-35,"bad"
18161,"F","N","Y",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-13352,-2561,1,1,1,0,"",3,-21,"bad"
18162,"M","Y","Y",1,180000,"Commercial associate","Higher education","Married","House / apartment",-9961,-1775,1,0,0,0,"",3,-35,"good"
18163,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Single / not married","With parents",-15563,-3184,1,0,1,0,"Drivers",1,-20,"bad"
18164,"F","Y","N",0,270000,"Commercial associate","Higher education","Married","House / apartment",-19341,-7314,1,1,1,0,"Managers",2,-49,"good"
18165,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18293,-521,1,1,0,0,"",2,-32,"bad"
18166,"F","N","Y",0,189000,"Pensioner","Incomplete higher","Widow","House / apartment",-21845,365243,1,0,0,0,"",1,-32,"bad"
18167,"F","Y","Y",0,45900,"Pensioner","Secondary / secondary special","Widow","House / apartment",-20282,365243,1,0,1,0,"",1,-13,"bad"
18168,"F","N","Y",0,94500,"Working","Higher education","Single / not married","House / apartment",-13460,-2543,1,0,0,0,"Accountants",1,-15,"good"
18169,"F","Y","Y",3,90000,"Working","Higher education","Married","House / apartment",-10356,-2317,1,0,0,0,"Medicine staff",5,-11,"bad"
18170,"M","N","Y",0,157500,"Commercial associate","Higher education","Married","Rented apartment",-10347,-2420,1,0,0,0,"Core staff",2,-47,"bad"
18171,"F","N","Y",0,247500,"Commercial associate","Higher education","Married","House / apartment",-11914,-2980,1,0,0,0,"Sales staff",2,-59,"bad"
18172,"M","Y","Y",2,675000,"Commercial associate","Higher education","Married","House / apartment",-13398,-3003,1,0,0,0,"Core staff",4,-13,"bad"
18173,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22151,365243,1,0,0,0,"",2,-34,"bad"
18174,"F","N","N",1,225000,"Working","Secondary / secondary special","Separated","House / apartment",-11509,-3506,1,0,0,0,"Laborers",2,-60,"bad"
18175,"M","Y","Y",1,324000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-11523,-2522,1,0,1,0,"Managers",3,-16,"good"
18176,"M","Y","Y",1,360000,"Commercial associate","Higher education","Married","Rented apartment",-10821,-2847,1,0,0,0,"Managers",3,-23,"bad"
18177,"F","N","Y",1,135000,"Working","Secondary / secondary special","Civil marriage","With parents",-10190,-279,1,0,0,0,"",3,-1,"good"
18178,"M","Y","N",0,135000,"Pensioner","Higher education","Separated","House / apartment",-24096,365243,1,0,0,0,"",1,-39,"good"
18179,"M","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23055,365243,1,0,0,0,"",2,-4,"good"
18180,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20989,365243,1,0,0,0,"",2,-39,"bad"
18181,"F","N","N",0,90000,"Working","Secondary / secondary special","Separated","House / apartment",-11682,-678,1,0,0,0,"Sales staff",1,-40,"bad"
18182,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-15499,-869,1,0,0,0,"Private service staff",2,-31,"good"
18183,"M","Y","N",2,157500,"Commercial associate","Higher education","Separated","Office apartment",-13514,-1357,1,0,1,0,"Managers",3,-26,"bad"
18184,"M","N","N",0,121500,"Working","Higher education","Single / not married","House / apartment",-11162,-1327,1,1,1,0,"Laborers",1,-33,"good"
18185,"F","N","Y",1,67500,"Working","Secondary / secondary special","Separated","House / apartment",-11126,-2087,1,1,1,0,"Accountants",2,-29,"good"
18186,"F","N","N",2,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14786,-972,1,1,0,0,"Sales staff",4,-46,"bad"
18187,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20462,365243,1,0,1,0,"",1,-15,"good"
18188,"F","N","N",2,130500,"Working","Secondary / secondary special","Married","House / apartment",-15436,-3476,1,0,0,0,"Sales staff",4,-47,"bad"
18189,"F","Y","Y",0,315000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21012,365243,1,0,0,0,"",1,-19,"good"
18190,"M","Y","N",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-12239,-2600,1,1,1,0,"Managers",3,-13,"bad"
18191,"F","Y","Y",1,126000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13173,-1083,1,1,0,0,"Sales staff",3,-35,"bad"
18192,"M","Y","Y",1,292500,"Working","Secondary / secondary special","Married","House / apartment",-18569,-5389,1,1,0,0,"Core staff",3,-15,"bad"
18193,"F","N","Y",0,180000,"Working","Lower secondary","Married","House / apartment",-16551,-5041,1,0,0,0,"Cleaning staff",2,-14,"bad"
18194,"F","N","Y",0,382500,"Pensioner","Higher education","Married","House / apartment",-19578,365243,1,0,1,0,"",2,-31,"bad"
18195,"M","Y","N",1,180000,"State servant","Secondary / secondary special","Married","House / apartment",-14759,-991,1,0,0,0,"Drivers",3,-16,"bad"
18196,"F","N","Y",1,180000,"Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",-14526,-254,1,0,0,0,"Cleaning staff",2,-14,"bad"
18197,"F","N","Y",0,94500,"Pensioner","Higher education","Single / not married","House / apartment",-22481,365243,1,0,0,0,"",1,-47,"good"
18198,"M","N","Y",0,247500,"State servant","Secondary / secondary special","Married","House / apartment",-13570,-5364,1,0,0,0,"Medicine staff",2,-16,"bad"
18199,"F","Y","Y",0,180000,"Working","Higher education","Single / not married","House / apartment",-16616,-5815,1,0,0,0,"Core staff",1,-40,"bad"
18200,"F","N","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22302,365243,1,0,0,0,"",2,-44,"bad"
18201,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18752,365243,1,0,1,0,"",2,-21,"bad"
18202,"F","N","Y",0,69372,"Working","Secondary / secondary special","Married","House / apartment",-15887,-217,1,1,1,0,"Laborers",2,-15,"bad"
18203,"F","N","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-12237,-2298,1,0,0,0,"Sales staff",2,-2,"good"
18204,"F","N","N",2,225000,"Working","Higher education","Married","House / apartment",-11281,-1744,1,1,0,1,"Core staff",4,-39,"bad"
18205,"F","Y","Y",0,243000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14716,-2057,1,0,0,0,"Sales staff",1,-29,"bad"
18206,"M","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20491,365243,1,0,0,0,"",2,-16,"good"
18207,"M","Y","N",0,81000,"Working","Secondary / secondary special","Married","House / apartment",-15763,-8601,1,1,0,0,"Drivers",2,-14,"bad"
18208,"F","N","Y",1,225000,"Working","Secondary / secondary special","Separated","House / apartment",-14077,-3792,1,0,0,0,"",2,-21,"good"
18209,"F","N","Y",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-18927,-2978,1,0,0,0,"High skill tech staff",2,-33,"bad"
18210,"F","N","N",0,211500,"Commercial associate","Higher education","Married","With parents",-14636,-4690,1,1,1,0,"Laborers",2,-11,"bad"
18211,"F","N","Y",1,157500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-12676,-1350,1,0,0,0,"Waiters/barmen staff",2,-11,"good"
18212,"F","Y","Y",1,355500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15220,-288,1,0,0,0,"Core staff",3,-36,"bad"
18213,"F","Y","N",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-14909,-8083,1,0,1,0,"Medicine staff",2,-23,"bad"
